user_handle,problem_id,timestamp
orzdevinwang,1428:G2,1602994360
orzdevinwang,1428:G1,1602992678
orzdevinwang,1428:F,1602985166
orzdevinwang,1428:E,1602983894
orzdevinwang,1428:D,1602983856
orzdevinwang,1428:C,1602983836
orzdevinwang,1428:B,1602983818
orzdevinwang,1428:A,1602983801
orzdevinwang,1430:D,1602675598
orzdevinwang,1342:E,1602675101
orzdevinwang,1430:C,1602659810
orzdevinwang,622:F,1602496414
orzdevinwang,16:E,1602487199
orzdevinwang,453:A,1602486194
orzdevinwang,1375:E,1601985864
orzdevinwang,510:D,1601945947
orzdevinwang,510:E,1601945122
orzdevinwang,507:E,1601941654
orzdevinwang,510:C,1601905732
orzdevinwang,510:B,1601905703
orzdevinwang,510:A,1601905676
orzdevinwang,507:D,1601905635
orzdevinwang,507:C,1601905584
orzdevinwang,507:B,1601905550
orzdevinwang,507:A,1601905514
orzdevinwang,1408:G,1601890188
orzdevinwang,1096:F,1601796005
orzdevinwang,325:D,1601717426
orzdevinwang,1383:A,1601625269
orzdevinwang,1383:B,1601625243
orzdevinwang,1396:A,1601555356
orzdevinwang,1396:B,1601555343
orzdevinwang,1396:C,1601555333
orzdevinwang,1408:B,1601544663
orzdevinwang,1408:E,1601544343
orzdevinwang,1408:F,1601536888
orzdevinwang,1416:C,1601385197
orzdevinwang,1426:D,1601368894
orzdevinwang,1426:C,1601368878
orzdevinwang,1426:B,1601368850
orzdevinwang,1426:A,1601368809
orzdevinwang,1426:F,1601368751
orzdevinwang,1426:E,1601335821
orzdevinwang,1151:F,1601303077
orzdevinwang,666:E,1601270603
orzdevinwang,1037:H,1601098351
orzdevinwang,235:C,1601016425
orzdevinwang,452:E,1601011595
orzdevinwang,1025:D,1600860476
orzdevinwang,802:I,1600762364
orzdevinwang,427:D,1600761388
orzdevinwang,1419:E,1600594831
orzdevinwang,1419:D2,1600594812
orzdevinwang,1419:D1,1600594790
orzdevinwang,1419:C,1600594763
orzdevinwang,1419:B,1600594733
orzdevinwang,1419:A,1600594694
orzdevinwang,514:C,1600478812
orzdevinwang,1200:E,1600475700
orzdevinwang,1257:G,1600424407
orzdevinwang,1166:F,1600334598
orzdevinwang,1288:E,1600325393
orzdevinwang,1288:D,1600323008
orzdevinwang,61:E,1600258980
orzdevinwang,1404:A,1600232057
orzdevinwang,1404:B,1600170741
orzdevinwang,1139:F,1600159969
orzdevinwang,1168:B,1600081738
orzdevinwang,665:E,1600073487
orzdevinwang,1407:C,1600069727
orzdevinwang,1407:B,1600069707
orzdevinwang,1407:A,1600069691
orzdevinwang,1407:E,1600065092
orzdevinwang,1407:D,1600061937
orzdevinwang,1406:D,1599984997
orzdevinwang,1406:B,1599958009
orzdevinwang,1406:A,1599957984
orzdevinwang,1406:E,1599957925
orzdevinwang,1406:C,1599927400
orzdevinwang,1137:D,1599890305
orzdevinwang,1137:C,1599879755
orzdevinwang,1137:B,1599827323
orzdevinwang,1100:F,1599732264
orzdevinwang,1080:E,1599637926
orzdevinwang,1136:D,1599558237
orzdevinwang,1139:E,1599555188
orzdevinwang,1059:E,1599222291
orzdevinwang,464:E,1598961375
orzdevinwang,148:D,1598936602
orzdevinwang,1139:D,1598876214
grass8sheep,653:F,1626260476
grass8sheep,690:A2,1626185162
grass8sheep,612:F,1626157731
grass8sheep,628:E,1626148553
grass8sheep,652:F,1626147990
grass8sheep,652:E,1626145900
grass8sheep,575:G,1626143635
grass8sheep,628:F,1626063432
grass8sheep,1249:F,1626059437
grass8sheep,487:D,1626005787
grass8sheep,1407:D,1625971762
grass8sheep,620:F,1625970176
grass8sheep,1400:G,1625968748
grass8sheep,691:F,1625906233
grass8sheep,660:F,1625738596
grass8sheep,660:E,1625730160
grass8sheep,1543:D2,1625728717
grass8sheep,1543:C,1625720323
grass8sheep,452:E,1625647129
grass8sheep,235:C,1625389862
grass8sheep,123:D,1625388092
grass8sheep,1542:E2,1625372252
grass8sheep,1542:E1,1625372229
grass8sheep,1542:D,1625372192
grass8sheep,1542:C,1625372129
grass8sheep,1542:B,1625372109
grass8sheep,1542:A,1625372081
grass8sheep,616:F,1624784422
grass8sheep,543:C,1624691593
grass8sheep,873:F,1624688347
grass8sheep,846:F,1624685136
grass8sheep,482:C,1624684565
grass8sheep,837:G,1624623273
grass8sheep,803:G,1624619196
grass8sheep,600:D,1624181591
grass8sheep,817:F,1624179409
grass8sheep,813:F,1624176525
grass8sheep,808:G,1624172051
grass8sheep,609:D,1624089362
grass8sheep,11:D,1623908702
grass8sheep,598:C,1623757183
grass8sheep,632:F,1623660461
grass8sheep,1327:F,1623655684
grass8sheep,1416:D,1623642597
grass8sheep,1526:D,1623575900
grass8sheep,1526:E,1623574601
grass8sheep,1120:D,1623405028
grass8sheep,1137:C,1623402540
grass8sheep,1407:E,1623398440
grass8sheep,118:C,1622860845
grass8sheep,1535:E,1622850811
grass8sheep,713:E,1622190280
grass8sheep,1515:F,1621743373
grass8sheep,93:C,1621330017
grass8sheep,375:C,1621327543
grass8sheep,498:E,1621321548
grass8sheep,1039:D,1620975718
grass8sheep,1100:F,1620973148
grass8sheep,954:G,1620717458
grass8sheep,101821:D,1620548241
grass8sheep,1515:G,1620045420
grass8sheep,504:E,1620025793
grass8sheep,1515:E,1620014548
grass8sheep,1515:D,1620014469
grass8sheep,1515:C,1620014437
grass8sheep,1515:B,1620014401
grass8sheep,1515:A,1620014337
grass8sheep,813:D,1619976205
grass8sheep,547:E,1619525903
grass8sheep,587:F,1619337179
grass8sheep,963:D,1619248816
grass8sheep,1437:G,1619180645
grass8sheep,1207:G,1618910102
grass8sheep,878:C,1618665447
grass8sheep,809:D,1618663997
grass8sheep,208:E,1618114360
grass8sheep,976:D,1618018520
grass8sheep,891:C,1618016163
grass8sheep,1408:E,1618012239
grass8sheep,747:F,1617686794
grass8sheep,1204:E,1617610556
grass8sheep,845:F,1617606390
grass8sheep,1483:D,1617604506
grass8sheep,416:E,1617602131
grass8sheep,1144:G,1617542690
grass8sheep,557:D,1617540112
grass8sheep,698:C,1617529680
grass8sheep,1473:E,1617523113
grass8sheep,733:F,1617518366
grass8sheep,723:E,1617511913
grass8sheep,283:D,1617430574
grass8sheep,1037:E,1617410221
grass8sheep,960:F,1617407269
grass8sheep,545:E,1617254625
grass8sheep,1073:E,1616801595
grass8sheep,1400:E,1616649941
grass8sheep,1415:D,1616649145
grass8sheep,1034:C,1616477602
grass8sheep,954:H,1616315618
grass8sheep,627:D,1616227698
grass8sheep,735:E,1616209478
grass8sheep,576:D,1616207446
grass8sheep,1492:D,1614145093
grass8sheep,925:E,1613901351
grass8sheep,628:D,1613814468
grass8sheep,55:D,1613812329
Crystally,331:E2,1641554120
Crystally,1320:F,1641545238
Crystally,778:D,1641543191
Crystally,650:E,1641458361
Crystally,1336:F,1641431319
Crystally,1336:E2,1641431310
Crystally,725:F,1641297716
Crystally,1616:G,1641267567
Crystally,1616:H,1641262686
Crystally,542:B,1641206153
Crystally,1616:F,1641204786
Crystally,1119:G,1641122435
Crystally,1266:G,1640674922
Crystally,1137:C,1640493047
Crystally,1620:F,1640088219
Crystally,865:E,1639818333
Crystally,1617:E,1639701529
Crystally,1190:E,1639564851
Crystally,1608:A,1639292344
Crystally,1434:E,1638516251
Crystally,1540:E,1638507896
Crystally,1613:F,1638404946
Crystally,1268:E,1638339909
Crystally,1610:H,1637924000
Crystally,847:G,1637920477
Crystally,325:E,1637896741
Crystally,744:D,1637838544
Crystally,1344:F,1637758769
Crystally,1603:F,1637648776
Crystally,1580:E,1637626815
Crystally,300:D,1637583108
Crystally,1344:E,1637557435
Crystally,1209:H,1637482440
Crystally,827:F,1637455116
Crystally,1012:F,1637134650
Crystally,1240:F,1637062070
Crystally,533:A,1637052570
Crystally,375:E,1636977396
Crystally,1605:F,1636774707
Crystally,1214:G,1636719433
Crystally,341:E,1636716140
Crystally,1055:F,1636699880
Crystally,891:D,1636688116
Crystally,542:E,1636631282
Crystally,20:C,1636549153
Crystally,1012:E,1636512197
Crystally,1580:B,1636454838
Crystally,1439:E,1636426047
Crystally,1056:H,1635998716
Crystally,868:G,1635997631
Crystally,1599:A,1635910914
Crystally,627:E,1635901770
Crystally,685:C,1635865035
Crystally,1456:E,1635762886
Crystally,1603:D,1635639044
Crystally,853:D,1635566230
Crystally,963:E,1635560311
Crystally,865:G,1635509352
Crystally,718:E,1635469816
Crystally,1120:F,1635424523
Crystally,1223:F,1635297067
Crystally,1601:F,1635171876
Crystally,1601:D,1635153405
Crystally,722:E,1635142244
Crystally,1582:G,1635082449
vgtcross,1807:B,1679520737
vgtcross,1807:A,1679519226
vgtcross,1807:E,1679253833
vgtcross,1807:G2,1679247965
vgtcross,1012:E,1679241229
vgtcross,1012:C,1679241195
vgtcross,1012:B,1679241175
vgtcross,1806:E,1679160425
vgtcross,1554:B,1679136251
vgtcross,1691:C,1678699688
vgtcross,1691:B,1678699587
vgtcross,1691:A,1678698872
vgtcross,1789:A,1678652633
vgtcross,1788:E,1678560343
vgtcross,1498:C,1678526418
vgtcross,1560:C,1678437422
vgtcross,1801:B,1678370968
vgtcross,1802:B,1678369550
vgtcross,1802:A,1678369489
vgtcross,1801:A,1678369447
vgtcross,104229:A,1678287295
vgtcross,1794:B,1678091207
vgtcross,1794:A,1678090938
vgtcross,1800:E1,1677880609
vgtcross,1800:E2,1677880599
vgtcross,1800:D,1677880160
vgtcross,1800:C1,1677879000
vgtcross,1800:C2,1677833962
vgtcross,1800:B,1677832290
vgtcross,1800:A,1677831412
vgtcross,1799:E,1677615251
vgtcross,1796:B,1677608660
vgtcross,1796:C,1677606019
vgtcross,1796:A,1677605183
vgtcross,1776:L,1677574834
vgtcross,1776:H,1677529453
vgtcross,1776:A,1677528724
vgtcross,1799:D1,1677523240
vgtcross,1789:D,1677427872
vgtcross,1789:C,1677425915
vgtcross,1789:B,1677425255
vgtcross,102392:F,1677194004
vgtcross,1698:D,1676975507
vgtcross,1567:D,1676974784
vgtcross,1270:E,1676931620
vgtcross,1787:D,1676924256
vgtcross,1552:B,1676909080
vgtcross,1497:C1,1676667345
vgtcross,1497:C2,1676667331
vgtcross,1795:B,1676580213
vgtcross,1795:A,1676580124
vgtcross,1795:D,1676579776
vgtcross,1359:C,1676289375
vgtcross,1793:F,1676200367
vgtcross,765:F,1676200040
vgtcross,1788:D,1675972612
vgtcross,1768:F,1675949093
vgtcross,1786:A2,1675627752
vgtcross,1786:A1,1675627723
vgtcross,1710:C,1675555202
vgtcross,1558:C,1675542030
vgtcross,1558:B,1675511821
vgtcross,1558:A,1675507425
vgtcross,1718:B,1675452989
vgtcross,1791:E,1675445255
vgtcross,1718:A1,1675442116
vgtcross,1718:A2,1675442088
vgtcross,1778:D,1675283022
vgtcross,1770:E,1675202932
vgtcross,1761:D,1675181070
vgtcross,1781:E,1675174201
vgtcross,1775:E,1675168290
vgtcross,1750:D,1675167362
vgtcross,1787:E,1675032605
vgtcross,1787:C,1675021354
vgtcross,1787:A,1675018479
vgtcross,1787:B,1675018469
vgtcross,1790:D,1674942811
vgtcross,1744:F,1674646146
vgtcross,437:B,1674638462
vgtcross,1792:D,1674596629
vgtcross,1792:C,1674594917
vgtcross,1792:B,1674594327
vgtcross,1792:A,1674594140
vgtcross,1777:D,1674497089
vgtcross,1771:C,1673987725
vgtcross,559:C,1673959576
vgtcross,1748:E,1673541549
vgtcross,1769:A,1673527440
vgtcross,1775:D,1673505183
vgtcross,1670:C,1673472810
vgtcross,1775:C,1673387830
vgtcross,1767:C,1673380129
vgtcross,1775:B,1673367606
vgtcross,1775:A2,1673364611
vgtcross,1775:A1,1673364604
vgtcross,1592:C,1673273783
bronze_coder,1729:G,1679102667
bronze_coder,1804:D,1678644108
bronze_coder,1789:D,1677357066
bronze_coder,963:B,1677330514
bronze_coder,1280:C,1677241052
bronze_coder,1628:C,1676990505
bronze_coder,1628:D1,1676948192
bronze_coder,1628:D2,1676948167
bronze_coder,1795:A,1676576919
bronze_coder,1795:B,1676576849
bronze_coder,1795:C,1676575925
bronze_coder,1795:D,1676565422
bronze_coder,1736:D,1676505527
bronze_coder,1748:E,1676156438
bronze_coder,1748:F,1676123998
bronze_coder,1339:A,1676086348
bronze_coder,1788:E,1675988500
bronze_coder,1788:B,1675973189
bronze_coder,1788:A,1675973054
bronze_coder,1788:D,1675969231
bronze_coder,1788:C,1675967382
bronze_coder,1696:E,1675891311
bronze_coder,1656:D,1675828625
bronze_coder,618:F,1675725888
bronze_coder,1726:E,1675644716
bronze_coder,1749:D,1675615884
bronze_coder,1791:G2,1675465222
bronze_coder,1791:G1,1675452034
bronze_coder,1791:E,1675450475
bronze_coder,1778:C,1675303824
bronze_coder,1778:B,1675300187
bronze_coder,1778:A,1675298912
bronze_coder,1778:D,1675298376
bronze_coder,1373:A,1674948676
bronze_coder,1790:D,1674846489
bronze_coder,1790:B,1674845467
bronze_coder,1790:C,1674844904
bronze_coder,1790:A,1674844400
bronze_coder,1790:E,1674838486
bronze_coder,1780:D,1674668033
bronze_coder,1780:B,1674666887
bronze_coder,1780:A,1674666834
bronze_coder,1792:B,1674587987
bronze_coder,1792:C,1674581862
bronze_coder,1792:A,1674581095
bronze_coder,1792:D,1674580662
bronze_coder,1783:D,1674418879
bronze_coder,1692:G,1674404535
bronze_coder,1783:B,1673213634
bronze_coder,1783:A,1673213276
bronze_coder,1299:A,1672526191
bronze_coder,853:A,1672524927
bronze_coder,157:B,1672522830
bronze_coder,1731:D,1672163138
